Year,Area Name,Age,Total Population
2020,Lamar,< 01 Year,531
2020,Lamar,01 Years,598
2020,Lamar,02 Years,604
2020,Lamar,03 Years,627
2020,Lamar,04 Years,657
2020,Lamar,05 Years,716
2020,Lamar,06 Years,683
2020,Lamar,07 Years,619
2020,Lamar,08 Years,642
2020,Lamar,09 Years,640
2020,Lamar,10 Years,666
2020,Lamar,11 Years,647
2020,Lamar,12 Years,714
2020,Lamar,13 Years,676
2020,Lamar,14 Years,656
2020,Lamar,15 Years,692
2020,Lamar,16 Years,643
2020,Lamar,17 Years,677
2020,Lamar,18 Years,617
2020,Lamar,19 Years,648
2020,Lamar,20 Years,641
2020,Lamar,21 Years,592
2020,Lamar,22 Years,565
2020,Lamar,23 Years,549
2020,Lamar,24 Years,532
2020,Lamar,25 Years,594
2020,Lamar,26 Years,526
2020,Lamar,27 Years,529
2020,Lamar,28 Years,695
2020,Lamar,29 Years,578
2020,Lamar,30 Years,665
2020,Lamar,31 Years,588
2020,Lamar,32 Years,586
2020,Lamar,33 Years,555
2020,Lamar,34 Years,562
2020,Lamar,35 Years,602
2020,Lamar,36 Years,521
2020,Lamar,37 Years,507
2020,Lamar,38 Years,591
2020,Lamar,39 Years,573
2020,Lamar,40 Years,652
2020,Lamar,41 Years,550
2020,Lamar,42 Years,580
2020,Lamar,43 Years,486
2020,Lamar,44 Years,460
2020,Lamar,45 Years,616
2020,Lamar,46 Years,479
2020,Lamar,47 Years,507
2020,Lamar,48 Years,610
2020,Lamar,49 Years,702
2020,Lamar,50 Years,673
2020,Lamar,51 Years,698
2020,Lamar,52 Years,621
2020,Lamar,53 Years,575
2020,Lamar,54 Years,650
2020,Lamar,55 Years,619
2020,Lamar,56 Years,686
2020,Lamar,57 Years,721
2020,Lamar,58 Years,693
2020,Lamar,59 Years,684
2020,Lamar,60 Years,760
2020,Lamar,61 Years,646
2020,Lamar,62 Years,690
2020,Lamar,63 Years,620
2020,Lamar,64 Years,603
2020,Lamar,65 Years,689
2020,Lamar,66 Years,564
2020,Lamar,67 Years,547
2020,Lamar,68 Years,583
2020,Lamar,69 Years,549
2020,Lamar,70 Years,580
2020,Lamar,71 Years,573
2020,Lamar,72 Years,509
2020,Lamar,73 Years,598
2020,Lamar,74 Years,442
2020,Lamar,75 Years,469
2020,Lamar,76 Years,457
2020,Lamar,77 Years,413
2020,Lamar,78 Years,355
2020,Lamar,79 Years,350
2020,Lamar,80 Years,286
2020,Lamar,81 Years,265
2020,Lamar,82 Years,268
2020,Lamar,83 Years,242
2020,Lamar,84 Years,165
2020,Lamar,85 Years,203
2020,Lamar,86 Years,149
2020,Lamar,87 Years,126
2020,Lamar,88 Years,138
2020,Lamar,89 Years,86
2020,Lamar,90 Years,101
2020,Lamar,91 Years,60
2020,Lamar,92 Years,61
2020,Lamar,93 Years,48
2020,Lamar,94 Years,23
2020,Lamar,95+ Years,104
2020,Lamb,< 01 Year,113
2020,Lamb,01 Years,162
2020,Lamb,02 Years,164
2020,Lamb,03 Years,158
2020,Lamb,04 Years,209
2020,Lamb,05 Years,191
2020,Lamb,06 Years,185
2020,Lamb,07 Years,187
2020,Lamb,08 Years,214
2020,Lamb,09 Years,206
2020,Lamb,10 Years,259
2020,Lamb,11 Years,223
2020,Lamb,12 Years,205
2020,Lamb,13 Years,215
2020,Lamb,14 Years,212
2020,Lamb,15 Years,204
2020,Lamb,16 Years,227
2020,Lamb,17 Years,200
2020,Lamb,18 Years,165
2020,Lamb,19 Years,165
2020,Lamb,20 Years,133
2020,Lamb,21 Years,140
2020,Lamb,22 Years,143
2020,Lamb,23 Years,122
2020,Lamb,24 Years,161
2020,Lamb,25 Years,159
2020,Lamb,26 Years,166
2020,Lamb,27 Years,117
2020,Lamb,28 Years,125
2020,Lamb,29 Years,118
2020,Lamb,30 Years,184
2020,Lamb,31 Years,145
2020,Lamb,32 Years,143
2020,Lamb,33 Years,144
2020,Lamb,34 Years,152
2020,Lamb,35 Years,175
2020,Lamb,36 Years,151
2020,Lamb,37 Years,179
2020,Lamb,38 Years,132
2020,Lamb,39 Years,156
2020,Lamb,40 Years,193
2020,Lamb,41 Years,102
2020,Lamb,42 Years,143
2020,Lamb,43 Years,105
2020,Lamb,44 Years,141
2020,Lamb,45 Years,147
2020,Lamb,46 Years,128
2020,Lamb,47 Years,111
2020,Lamb,48 Years,162
2020,Lamb,49 Years,132
2020,Lamb,50 Years,176
2020,Lamb,51 Years,168
2020,Lamb,52 Years,138
2020,Lamb,53 Years,161
2020,Lamb,54 Years,151
2020,Lamb,55 Years,175
2020,Lamb,56 Years,164
2020,Lamb,57 Years,171
2020,Lamb,58 Years,170
2020,Lamb,59 Years,166
2020,Lamb,60 Years,182
2020,Lamb,61 Years,179
2020,Lamb,62 Years,193
2020,Lamb,63 Years,200
2020,Lamb,64 Years,132
2020,Lamb,65 Years,173
2020,Lamb,66 Years,125
2020,Lamb,67 Years,162
2020,Lamb,68 Years,120
2020,Lamb,69 Years,118
2020,Lamb,70 Years,129
2020,Lamb,71 Years,89
2020,Lamb,72 Years,114
2020,Lamb,73 Years,73
2020,Lamb,74 Years,149
2020,Lamb,75 Years,92
2020,Lamb,76 Years,66
2020,Lamb,77 Years,83
2020,Lamb,78 Years,99
2020,Lamb,79 Years,83
2020,Lamb,80 Years,92
2020,Lamb,81 Years,71
2020,Lamb,82 Years,63
2020,Lamb,83 Years,52
2020,Lamb,84 Years,69
2020,Lamb,85 Years,52
2020,Lamb,86 Years,71
2020,Lamb,87 Years,26
2020,Lamb,88 Years,24
2020,Lamb,89 Years,48
2020,Lamb,90 Years,29
2020,Lamb,91 Years,18
2020,Lamb,92 Years,9
2020,Lamb,93 Years,20
2020,Lamb,94 Years,14
2020,Lamb,95+ Years,13
2020,Lubbock,< 01 Year,"3,805"
2020,Lubbock,01 Years,"3,803"
2020,Lubbock,02 Years,"3,907"
2020,Lubbock,03 Years,"3,923"
2020,Lubbock,04 Years,"3,966"
2020,Lubbock,05 Years,"4,105"
2020,Lubbock,06 Years,"3,994"
2020,Lubbock,07 Years,"3,893"
2020,Lubbock,08 Years,"3,891"
2020,Lubbock,09 Years,"4,040"
2020,Lubbock,10 Years,"4,221"
2020,Lubbock,11 Years,"4,202"
2020,Lubbock,12 Years,"4,455"
2020,Lubbock,13 Years,"4,352"
2020,Lubbock,14 Years,"3,965"
2020,Lubbock,15 Years,"4,154"
2020,Lubbock,16 Years,"4,193"
2020,Lubbock,17 Years,"4,228"
2020,Lubbock,18 Years,"8,407"
2020,Lubbock,19 Years,"6,024"
2020,Lubbock,20 Years,"7,141"
2020,Lubbock,21 Years,"6,942"
2020,Lubbock,22 Years,"6,456"
2020,Lubbock,23 Years,"5,687"
2020,Lubbock,24 Years,"5,191"
2020,Lubbock,25 Years,"5,049"
2020,Lubbock,26 Years,"4,740"
2020,Lubbock,27 Years,"4,718"
2020,Lubbock,28 Years,"4,641"
2020,Lubbock,29 Years,"4,371"
2020,Lubbock,30 Years,"4,635"
2020,Lubbock,31 Years,"4,088"
2020,Lubbock,32 Years,"4,171"
2020,Lubbock,33 Years,"4,236"
2020,Lubbock,34 Years,"4,208"
2020,Lubbock,35 Years,"4,482"
2020,Lubbock,36 Years,"4,008"
2020,Lubbock,37 Years,"4,109"
2020,Lubbock,38 Years,"3,973"
2020,Lubbock,39 Years,"3,773"
2020,Lubbock,40 Years,"4,334"
2020,Lubbock,41 Years,"3,526"
2020,Lubbock,42 Years,"3,503"
2020,Lubbock,43 Years,"3,304"
2020,Lubbock,44 Years,"3,219"
2020,Lubbock,45 Years,"3,326"
2020,Lubbock,46 Years,"3,104"
2020,Lubbock,47 Years,"2,956"
2020,Lubbock,48 Years,"3,286"
2020,Lubbock,49 Years,"3,353"
2020,Lubbock,50 Years,"3,467"
2020,Lubbock,51 Years,"3,096"
2020,Lubbock,52 Years,"2,950"
2020,Lubbock,53 Years,"3,034"
2020,Lubbock,54 Years,"3,278"
2020,Lubbock,55 Years,"3,483"
2020,Lubbock,56 Years,"3,500"
2020,Lubbock,57 Years,"3,336"
2020,Lubbock,58 Years,"3,409"
2020,Lubbock,59 Years,"3,517"
2020,Lubbock,60 Years,"3,574"
2020,Lubbock,61 Years,"3,301"
2020,Lubbock,62 Years,"3,305"
2020,Lubbock,63 Years,"3,353"
2020,Lubbock,64 Years,"3,239"
2020,Lubbock,65 Years,"3,324"
2020,Lubbock,66 Years,"3,056"
2020,Lubbock,67 Years,"2,910"
2020,Lubbock,68 Years,"2,738"
2020,Lubbock,69 Years,"2,685"
2020,Lubbock,70 Years,"2,413"
2020,Lubbock,71 Years,"2,289"
2020,Lubbock,72 Years,"2,216"
2020,Lubbock,73 Years,"2,138"
2020,Lubbock,74 Years,"1,741"
2020,Lubbock,75 Years,"1,720"
2020,Lubbock,76 Years,"1,614"
2020,Lubbock,77 Years,"1,485"
2020,Lubbock,78 Years,"1,355"
2020,Lubbock,79 Years,"1,205"
2020,Lubbock,80 Years,"1,086"
2020,Lubbock,81 Years,"1,059"
2020,Lubbock,82 Years,990
2020,Lubbock,83 Years,901
2020,Lubbock,84 Years,893
2020,Lubbock,85 Years,884
2020,Lubbock,86 Years,683
2020,Lubbock,87 Years,600
2020,Lubbock,88 Years,561
2020,Lubbock,89 Years,431
2020,Lubbock,90 Years,405
2020,Lubbock,91 Years,319
2020,Lubbock,92 Years,221
2020,Lubbock,93 Years,241
2020,Lubbock,94 Years,177
2020,Lubbock,95+ Years,399
2020,Lynn,< 01 Year,80
2020,Lynn,01 Years,57
2020,Lynn,02 Years,68
2020,Lynn,03 Years,92
2020,Lynn,04 Years,79
2020,Lynn,05 Years,87
2020,Lynn,06 Years,100
2020,Lynn,07 Years,100
2020,Lynn,08 Years,82
2020,Lynn,09 Years,79
2020,Lynn,10 Years,94
2020,Lynn,11 Years,99
2020,Lynn,12 Years,97
2020,Lynn,13 Years,117
2020,Lynn,14 Years,84
2020,Lynn,15 Years,96
2020,Lynn,16 Years,88
2020,Lynn,17 Years,89
2020,Lynn,18 Years,76
2020,Lynn,19 Years,30
2020,Lynn,20 Years,55
2020,Lynn,21 Years,48
2020,Lynn,22 Years,40
2020,Lynn,23 Years,49
2020,Lynn,24 Years,46
2020,Lynn,25 Years,68
2020,Lynn,26 Years,39
2020,Lynn,27 Years,38
2020,Lynn,28 Years,57
2020,Lynn,29 Years,79
2020,Lynn,30 Years,96
2020,Lynn,31 Years,87
2020,Lynn,32 Years,63
2020,Lynn,33 Years,52
2020,Lynn,34 Years,79
2020,Lynn,35 Years,57
2020,Lynn,36 Years,83
2020,Lynn,37 Years,84
2020,Lynn,38 Years,68
2020,Lynn,39 Years,104
2020,Lynn,40 Years,59
2020,Lynn,41 Years,75
2020,Lynn,42 Years,85
2020,Lynn,43 Years,61
2020,Lynn,44 Years,48
2020,Lynn,45 Years,81
2020,Lynn,46 Years,58
2020,Lynn,47 Years,77
2020,Lynn,48 Years,43
2020,Lynn,49 Years,29
2020,Lynn,50 Years,96
2020,Lynn,51 Years,88
2020,Lynn,52 Years,39
2020,Lynn,53 Years,62
2020,Lynn,54 Years,46
2020,Lynn,55 Years,80
2020,Lynn,56 Years,82
2020,Lynn,57 Years,94
2020,Lynn,58 Years,91
2020,Lynn,59 Years,78
2020,Lynn,60 Years,65
2020,Lynn,61 Years,75
2020,Lynn,62 Years,62
2020,Lynn,63 Years,57
2020,Lynn,64 Years,90
2020,Lynn,65 Years,85
2020,Lynn,66 Years,67
2020,Lynn,67 Years,46
2020,Lynn,68 Years,60
2020,Lynn,69 Years,36
2020,Lynn,70 Years,47
2020,Lynn,71 Years,47
2020,Lynn,72 Years,39
2020,Lynn,73 Years,45
2020,Lynn,74 Years,32
2020,Lynn,75 Years,38
2020,Lynn,76 Years,46
2020,Lynn,77 Years,29
2020,Lynn,78 Years,42
2020,Lynn,79 Years,16
2020,Lynn,80 Years,22
2020,Lynn,81 Years,33
2020,Lynn,82 Years,25
2020,Lynn,83 Years,31
2020,Lynn,84 Years,7
2020,Lynn,85 Years,19
2020,Lynn,86 Years,18
2020,Lynn,87 Years,5
2020,Lynn,88 Years,21
2020,Lynn,89 Years,5
2020,Lynn,90 Years,2
2020,Lynn,91 Years,2
2020,Lynn,92 Years,4
2020,Lynn,93 Years,4
2020,Lynn,94 Years,5
2020,Lynn,95+ Years,11
2020,Martin,< 01 Year,60
2020,Martin,01 Years,72
2020,Martin,02 Years,77
2020,Martin,03 Years,84
2020,Martin,04 Years,76
2020,Martin,05 Years,95
2020,Martin,06 Years,86
2020,Martin,07 Years,91
2020,Martin,08 Years,85
2020,Martin,09 Years,87
2020,Martin,10 Years,105
2020,Martin,11 Years,89
2020,Martin,12 Years,123
2020,Martin,13 Years,91
2020,Martin,14 Years,73
2020,Martin,15 Years,95
2020,Martin,16 Years,82
2020,Martin,17 Years,70
2020,Martin,18 Years,67
2020,Martin,19 Years,76
2020,Martin,20 Years,38
2020,Martin,21 Years,69
2020,Martin,22 Years,58
2020,Martin,23 Years,54
2020,Martin,24 Years,40
2020,Martin,25 Years,27
2020,Martin,26 Years,51
2020,Martin,27 Years,74
2020,Martin,28 Years,54
2020,Martin,29 Years,66
2020,Martin,30 Years,91
2020,Martin,31 Years,81
2020,Martin,32 Years,91
2020,Martin,33 Years,59
2020,Martin,34 Years,71
2020,Martin,35 Years,71
2020,Martin,36 Years,87
2020,Martin,37 Years,89
2020,Martin,38 Years,77
2020,Martin,39 Years,52
2020,Martin,40 Years,67
2020,Martin,41 Years,55
2020,Martin,42 Years,45
2020,Martin,43 Years,87
2020,Martin,44 Years,37
2020,Martin,45 Years,59
2020,Martin,46 Years,27
2020,Martin,47 Years,70
2020,Martin,48 Years,58
2020,Martin,49 Years,75
2020,Martin,50 Years,53
2020,Martin,51 Years,85
2020,Martin,52 Years,45
2020,Martin,53 Years,49
2020,Martin,54 Years,60
2020,Martin,55 Years,58
2020,Martin,56 Years,72
2020,Martin,57 Years,68
2020,Martin,58 Years,86
2020,Martin,59 Years,70
2020,Martin,60 Years,72
2020,Martin,61 Years,73
2020,Martin,62 Years,64
2020,Martin,63 Years,50
2020,Martin,64 Years,75
2020,Martin,65 Years,41
2020,Martin,66 Years,64
2020,Martin,67 Years,27
2020,Martin,68 Years,47
2020,Martin,69 Years,31
2020,Martin,70 Years,46
2020,Martin,71 Years,40
2020,Martin,72 Years,32
2020,Martin,73 Years,32
2020,Martin,74 Years,31
2020,Martin,75 Years,21
2020,Martin,76 Years,21
2020,Martin,77 Years,42
2020,Martin,78 Years,15
2020,Martin,79 Years,32
2020,Martin,80 Years,20
2020,Martin,81 Years,28
2020,Martin,82 Years,21
2020,Martin,83 Years,11
2020,Martin,84 Years,14
2020,Martin,85 Years,7
2020,Martin,86 Years,3
2020,Martin,87 Years,15
2020,Martin,88 Years,12
2020,Martin,89 Years,14
2020,Martin,90 Years,5
2020,Martin,91 Years,6
2020,Martin,92 Years,12
2020,Martin,93 Years,0
2020,Martin,94 Years,2
2020,Martin,95+ Years,1
2020,McLennan,< 01 Year,"3,122"
2020,McLennan,01 Years,"3,231"
2020,McLennan,02 Years,"3,345"
2020,McLennan,03 Years,"3,338"
2020,McLennan,04 Years,"3,488"
2020,McLennan,05 Years,"3,622"
2020,McLennan,06 Years,"3,735"
2020,McLennan,07 Years,"3,502"
2020,McLennan,08 Years,"3,474"
2020,McLennan,09 Years,"3,472"
2020,McLennan,10 Years,"3,661"
2020,McLennan,11 Years,"3,530"
2020,McLennan,12 Years,"3,549"
2020,McLennan,13 Years,"3,649"
2020,McLennan,14 Years,"3,572"
2020,McLennan,15 Years,"3,681"
2020,McLennan,16 Years,"3,645"
2020,McLennan,17 Years,"3,572"
2020,McLennan,18 Years,"4,970"
2020,McLennan,19 Years,"6,240"
2020,McLennan,20 Years,"5,379"
2020,McLennan,21 Years,"5,244"
2020,McLennan,22 Years,"4,579"
2020,McLennan,23 Years,"3,687"
2020,McLennan,24 Years,"3,669"
2020,McLennan,25 Years,"3,597"
2020,McLennan,26 Years,"3,309"
2020,McLennan,27 Years,"3,408"
2020,McLennan,28 Years,"3,412"
2020,McLennan,29 Years,"3,293"
2020,McLennan,30 Years,"3,531"
2020,McLennan,31 Years,"3,333"
2020,McLennan,32 Years,"3,393"
2020,McLennan,33 Years,"3,275"
2020,McLennan,34 Years,"3,303"
2020,McLennan,35 Years,"3,481"
2020,McLennan,36 Years,"3,211"
2020,McLennan,37 Years,"3,157"
2020,McLennan,38 Years,"3,245"
2020,McLennan,39 Years,"3,157"
2020,McLennan,40 Years,"3,471"
2020,McLennan,41 Years,"2,903"
2020,McLennan,42 Years,"3,041"
2020,McLennan,43 Years,"2,686"
2020,McLennan,44 Years,"2,749"
2020,McLennan,45 Years,"2,985"
2020,McLennan,46 Years,"2,693"
2020,McLennan,47 Years,"2,749"
2020,McLennan,48 Years,"2,818"
2020,McLennan,49 Years,"2,902"
2020,McLennan,50 Years,"2,961"
2020,McLennan,51 Years,"2,700"
2020,McLennan,52 Years,"2,749"
2020,McLennan,53 Years,"2,736"
2020,McLennan,54 Years,"2,752"
2020,McLennan,55 Years,"3,183"
2020,McLennan,56 Years,"2,985"
2020,McLennan,57 Years,"3,041"
2020,McLennan,58 Years,"3,235"
2020,McLennan,59 Years,"3,074"
2020,McLennan,60 Years,"3,126"
2020,McLennan,61 Years,"3,022"
2020,McLennan,62 Years,"2,945"
2020,McLennan,63 Years,"2,950"
2020,McLennan,64 Years,"2,874"
2020,McLennan,65 Years,"2,903"
2020,McLennan,66 Years,"2,652"
2020,McLennan,67 Years,"2,803"
2020,McLennan,68 Years,"2,526"
2020,McLennan,69 Years,"2,417"
2020,McLennan,70 Years,"2,398"
2020,McLennan,71 Years,"2,216"
2020,McLennan,72 Years,"2,213"
2020,McLennan,73 Years,"2,109"
2020,McLennan,74 Years,"1,539"
2020,McLennan,75 Years,"1,568"
2020,McLennan,76 Years,"1,497"
2020,McLennan,77 Years,"1,470"
2020,McLennan,78 Years,"1,294"
2020,McLennan,79 Years,"1,103"
2020,McLennan,80 Years,"1,105"
2020,McLennan,81 Years,964
2020,McLennan,82 Years,934
2020,McLennan,83 Years,833
2020,McLennan,84 Years,793
2020,McLennan,85 Years,702
2020,McLennan,86 Years,603
2020,McLennan,87 Years,555
2020,McLennan,88 Years,568
2020,McLennan,89 Years,490
2020,McLennan,90 Years,432
2020,McLennan,91 Years,344
2020,McLennan,92 Years,244
2020,McLennan,93 Years,214
2020,McLennan,94 Years,184
2020,McLennan,95+ Years,515
2020,Midland,< 01 Year,"2,508"
2020,Midland,01 Years,"2,538"
2020,Midland,02 Years,"2,672"
2020,Midland,03 Years,"2,746"
2020,Midland,04 Years,"2,851"
2020,Midland,05 Years,"2,810"
2020,Midland,06 Years,"2,775"
2020,Midland,07 Years,"2,782"
2020,Midland,08 Years,"2,607"
2020,Midland,09 Years,"2,689"
2020,Midland,10 Years,"2,699"
2020,Midland,11 Years,"2,685"
2020,Midland,12 Years,"2,670"
2020,Midland,13 Years,"2,482"
2020,Midland,14 Years,"2,473"
2020,Midland,15 Years,"2,340"
2020,Midland,16 Years,"2,290"
2020,Midland,17 Years,"2,232"
2020,Midland,18 Years,"2,113"
2020,Midland,19 Years,"2,089"
2020,Midland,20 Years,"1,973"
2020,Midland,21 Years,"2,091"
2020,Midland,22 Years,"1,945"
2020,Midland,23 Years,"2,189"
2020,Midland,24 Years,"2,321"
2020,Midland,25 Years,"2,603"
2020,Midland,26 Years,"2,665"
2020,Midland,27 Years,"2,672"
2020,Midland,28 Years,"2,904"
2020,Midland,29 Years,"2,915"
2020,Midland,30 Years,"3,160"
2020,Midland,31 Years,"2,867"
2020,Midland,32 Years,"2,929"
2020,Midland,33 Years,"3,075"
2020,Midland,34 Years,"2,902"
2020,Midland,35 Years,"3,067"
2020,Midland,36 Years,"2,842"
2020,Midland,37 Years,"2,673"
2020,Midland,38 Years,"2,623"
2020,Midland,39 Years,"2,352"
2020,Midland,40 Years,"2,597"
2020,Midland,41 Years,"2,149"
2020,Midland,42 Years,"2,199"
2020,Midland,43 Years,"1,925"
2020,Midland,44 Years,"1,846"
2020,Midland,45 Years,"2,227"
2020,Midland,46 Years,"1,714"
2020,Midland,47 Years,"1,635"
2020,Midland,48 Years,"1,902"
2020,Midland,49 Years,"1,833"
2020,Midland,50 Years,"2,068"
2020,Midland,51 Years,"1,694"
2020,Midland,52 Years,"1,683"
2020,Midland,53 Years,"1,653"
2020,Midland,54 Years,"1,721"
2020,Midland,55 Years,"1,904"
2020,Midland,56 Years,"1,797"
2020,Midland,57 Years,"1,956"
2020,Midland,58 Years,"1,928"
2020,Midland,59 Years,"2,039"
2020,Midland,60 Years,"1,962"
2020,Midland,61 Years,"1,922"
2020,Midland,62 Years,"1,829"
2020,Midland,63 Years,"1,800"
2020,Midland,64 Years,"1,810"
2020,Midland,65 Years,"1,625"
2020,Midland,66 Years,"1,545"
2020,Midland,67 Years,"1,328"
2020,Midland,68 Years,"1,223"
2020,Midland,69 Years,"1,167"
2020,Midland,70 Years,"1,031"
2020,Midland,71 Years,916
2020,Midland,72 Years,904
2020,Midland,73 Years,854
2020,Midland,74 Years,676
2020,Midland,75 Years,656
2020,Midland,76 Years,593
2020,Midland,77 Years,618
2020,Midland,78 Years,505
2020,Midland,79 Years,453
2020,Midland,80 Years,469
2020,Midland,81 Years,423
2020,Midland,82 Years,431
2020,Midland,83 Years,345
2020,Midland,84 Years,373
2020,Midland,85 Years,368
2020,Midland,86 Years,355
2020,Midland,87 Years,272
2020,Midland,88 Years,214
2020,Midland,89 Years,224
2020,Midland,90 Years,149
2020,Midland,91 Years,149
2020,Midland,92 Years,145
2020,Midland,93 Years,107
2020,Midland,94 Years,75
2020,Midland,95+ Years,178
2020,Parmer,< 01 Year,134
2020,Parmer,01 Years,123
2020,Parmer,02 Years,153
2020,Parmer,03 Years,157
2020,Parmer,04 Years,173
2020,Parmer,05 Years,161
2020,Parmer,06 Years,134
2020,Parmer,07 Years,137
2020,Parmer,08 Years,174
2020,Parmer,09 Years,148
2020,Parmer,10 Years,147
2020,Parmer,11 Years,174
2020,Parmer,12 Years,189
2020,Parmer,13 Years,190
2020,Parmer,14 Years,172
2020,Parmer,15 Years,164
2020,Parmer,16 Years,147
2020,Parmer,17 Years,163
2020,Parmer,18 Years,188
2020,Parmer,19 Years,119
2020,Parmer,20 Years,156
2020,Parmer,21 Years,135
2020,Parmer,22 Years,117
2020,Parmer,23 Years,129
2020,Parmer,24 Years,133
2020,Parmer,25 Years,133
2020,Parmer,26 Years,108
2020,Parmer,27 Years,127
2020,Parmer,28 Years,129
2020,Parmer,29 Years,158
2020,Parmer,30 Years,98
2020,Parmer,31 Years,103
2020,Parmer,32 Years,143
2020,Parmer,33 Years,121
2020,Parmer,34 Years,120
2020,Parmer,35 Years,134
2020,Parmer,36 Years,72
2020,Parmer,37 Years,123
2020,Parmer,38 Years,133
2020,Parmer,39 Years,103
2020,Parmer,40 Years,123
2020,Parmer,41 Years,90
2020,Parmer,42 Years,73
2020,Parmer,43 Years,97
2020,Parmer,44 Years,111
2020,Parmer,45 Years,121
2020,Parmer,46 Years,133
2020,Parmer,47 Years,117
2020,Parmer,48 Years,87
2020,Parmer,49 Years,88
2020,Parmer,50 Years,126
2020,Parmer,51 Years,139
2020,Parmer,52 Years,86
2020,Parmer,53 Years,102
2020,Parmer,54 Years,151
2020,Parmer,55 Years,96
2020,Parmer,56 Years,150
2020,Parmer,57 Years,158
2020,Parmer,58 Years,145
2020,Parmer,59 Years,106
2020,Parmer,60 Years,110
2020,Parmer,61 Years,107
2020,Parmer,62 Years,102
2020,Parmer,63 Years,91
2020,Parmer,64 Years,101
2020,Parmer,65 Years,120
2020,Parmer,66 Years,76
2020,Parmer,67 Years,67
2020,Parmer,68 Years,94
2020,Parmer,69 Years,89
2020,Parmer,70 Years,77
2020,Parmer,71 Years,83
2020,Parmer,72 Years,58
2020,Parmer,73 Years,76
2020,Parmer,74 Years,29
2020,Parmer,75 Years,72
2020,Parmer,76 Years,69
2020,Parmer,77 Years,62
2020,Parmer,78 Years,26
2020,Parmer,79 Years,59
2020,Parmer,80 Years,48
2020,Parmer,81 Years,54
2020,Parmer,82 Years,32
2020,Parmer,83 Years,26
2020,Parmer,84 Years,38
2020,Parmer,85 Years,44
2020,Parmer,86 Years,26
2020,Parmer,87 Years,7
2020,Parmer,88 Years,32
2020,Parmer,89 Years,15
2020,Parmer,90 Years,10
2020,Parmer,91 Years,9
2020,Parmer,92 Years,11
2020,Parmer,93 Years,7
2020,Parmer,94 Years,2
2020,Parmer,95+ Years,19
2020,Potter,< 01 Year,"1,366"
2020,Potter,01 Years,"1,371"
2020,Potter,02 Years,"1,432"
2020,Potter,03 Years,"1,548"
2020,Potter,04 Years,"1,593"
2020,Potter,05 Years,"1,588"
2020,Potter,06 Years,"1,708"
2020,Potter,07 Years,"1,749"
2020,Potter,08 Years,"1,717"
2020,Potter,09 Years,"1,651"
2020,Potter,10 Years,"1,780"
2020,Potter,11 Years,"1,717"
2020,Potter,12 Years,"1,796"
2020,Potter,13 Years,"1,795"
2020,Potter,14 Years,"1,774"
2020,Potter,15 Years,"1,790"
2020,Potter,16 Years,"1,789"
