Year,Area Name,Age,Total Population
2020,Eastland,56 Years,191
2020,Eastland,57 Years,230
2020,Eastland,58 Years,279
2020,Eastland,59 Years,279
2020,Eastland,60 Years,291
2020,Eastland,61 Years,292
2020,Eastland,62 Years,285
2020,Eastland,63 Years,266
2020,Eastland,64 Years,273
2020,Eastland,65 Years,274
2020,Eastland,66 Years,215
2020,Eastland,67 Years,225
2020,Eastland,68 Years,237
2020,Eastland,69 Years,233
2020,Eastland,70 Years,214
2020,Eastland,71 Years,197
2020,Eastland,72 Years,229
2020,Eastland,73 Years,247
2020,Eastland,74 Years,176
2020,Eastland,75 Years,189
2020,Eastland,76 Years,144
2020,Eastland,77 Years,171
2020,Eastland,78 Years,156
2020,Eastland,79 Years,114
2020,Eastland,80 Years,130
2020,Eastland,81 Years,140
2020,Eastland,82 Years,111
2020,Eastland,83 Years,84
2020,Eastland,84 Years,84
2020,Eastland,85 Years,85
2020,Eastland,86 Years,49
2020,Eastland,87 Years,59
2020,Eastland,88 Years,45
2020,Eastland,89 Years,60
2020,Eastland,90 Years,30
2020,Eastland,91 Years,33
2020,Eastland,92 Years,16
2020,Eastland,93 Years,24
2020,Eastland,94 Years,22
2020,Eastland,95+ Years,39
2020,Ector,< 01 Year,"2,381"
2020,Ector,01 Years,"2,331"
2020,Ector,02 Years,"2,360"
2020,Ector,03 Years,"2,423"
2020,Ector,04 Years,"2,481"
2020,Ector,05 Years,"2,706"
2020,Ector,06 Years,"2,651"
2020,Ector,07 Years,"2,602"
2020,Ector,08 Years,"2,553"
2020,Ector,09 Years,"2,466"
2020,Ector,10 Years,"2,735"
2020,Ector,11 Years,"2,683"
2020,Ector,12 Years,"2,652"
2020,Ector,13 Years,"2,685"
2020,Ector,14 Years,"2,457"
2020,Ector,15 Years,"2,522"
2020,Ector,16 Years,"2,572"
2020,Ector,17 Years,"2,451"
2020,Ector,18 Years,"2,466"
2020,Ector,19 Years,"2,322"
2020,Ector,20 Years,"2,379"
2020,Ector,21 Years,"2,414"
2020,Ector,22 Years,"2,205"
2020,Ector,23 Years,"2,329"
2020,Ector,24 Years,"2,191"
2020,Ector,25 Years,"2,601"
2020,Ector,26 Years,"2,359"
2020,Ector,27 Years,"2,516"
2020,Ector,28 Years,"2,693"
2020,Ector,29 Years,"2,655"
2020,Ector,30 Years,"3,207"
2020,Ector,31 Years,"2,504"
2020,Ector,32 Years,"2,631"
2020,Ector,33 Years,"2,599"
2020,Ector,34 Years,"2,472"
2020,Ector,35 Years,"2,937"
2020,Ector,36 Years,"2,368"
2020,Ector,37 Years,"2,411"
2020,Ector,38 Years,"2,307"
2020,Ector,39 Years,"2,243"
2020,Ector,40 Years,"2,449"
2020,Ector,41 Years,"1,977"
2020,Ector,42 Years,"1,982"
2020,Ector,43 Years,"1,877"
2020,Ector,44 Years,"1,839"
2020,Ector,45 Years,"2,171"
2020,Ector,46 Years,"1,742"
2020,Ector,47 Years,"1,818"
2020,Ector,48 Years,"1,915"
2020,Ector,49 Years,"1,967"
2020,Ector,50 Years,"2,063"
2020,Ector,51 Years,"1,704"
2020,Ector,52 Years,"1,824"
2020,Ector,53 Years,"1,687"
2020,Ector,54 Years,"1,788"
2020,Ector,55 Years,"2,006"
2020,Ector,56 Years,"1,904"
2020,Ector,57 Years,"1,827"
2020,Ector,58 Years,"1,782"
2020,Ector,59 Years,"1,821"
2020,Ector,60 Years,"1,933"
2020,Ector,61 Years,"1,803"
2020,Ector,62 Years,"1,730"
2020,Ector,63 Years,"1,701"
2020,Ector,64 Years,"1,560"
2020,Ector,65 Years,"1,584"
2020,Ector,66 Years,"1,371"
2020,Ector,67 Years,"1,326"
2020,Ector,68 Years,"1,215"
2020,Ector,69 Years,"1,026"
2020,Ector,70 Years,"1,130"
2020,Ector,71 Years,913
2020,Ector,72 Years,996
2020,Ector,73 Years,829
2020,Ector,74 Years,666
2020,Ector,75 Years,657
2020,Ector,76 Years,661
2020,Ector,77 Years,617
2020,Ector,78 Years,484
2020,Ector,79 Years,482
2020,Ector,80 Years,441
2020,Ector,81 Years,416
2020,Ector,82 Years,467
2020,Ector,83 Years,278
2020,Ector,84 Years,325
2020,Ector,85 Years,360
2020,Ector,86 Years,230
2020,Ector,87 Years,253
2020,Ector,88 Years,212
2020,Ector,89 Years,137
2020,Ector,90 Years,150
2020,Ector,91 Years,155
2020,Ector,92 Years,125
2020,Ector,93 Years,70
2020,Ector,94 Years,65
2020,Ector,95+ Years,140
2020,El Paso,< 01 Year,"10,023"
2020,El Paso,01 Years,"9,988"
2020,El Paso,02 Years,"10,522"
2020,El Paso,03 Years,"11,126"
2020,El Paso,04 Years,"11,611"
2020,El Paso,05 Years,"11,851"
2020,El Paso,06 Years,"11,774"
2020,El Paso,07 Years,"11,916"
2020,El Paso,08 Years,"12,016"
2020,El Paso,09 Years,"12,078"
2020,El Paso,10 Years,"12,721"
2020,El Paso,11 Years,"13,114"
2020,El Paso,12 Years,"13,508"
2020,El Paso,13 Years,"13,424"
2020,El Paso,14 Years,"13,422"
2020,El Paso,15 Years,"13,809"
2020,El Paso,16 Years,"13,929"
2020,El Paso,17 Years,"13,863"
2020,El Paso,18 Years,"13,775"
2020,El Paso,19 Years,"14,480"
2020,El Paso,20 Years,"14,309"
2020,El Paso,21 Years,"14,377"
2020,El Paso,22 Years,"13,673"
2020,El Paso,23 Years,"13,659"
2020,El Paso,24 Years,"13,826"
2020,El Paso,25 Years,"13,937"
2020,El Paso,26 Years,"12,956"
2020,El Paso,27 Years,"13,011"
2020,El Paso,28 Years,"12,785"
2020,El Paso,29 Years,"12,638"
2020,El Paso,30 Years,"13,055"
2020,El Paso,31 Years,"11,377"
2020,El Paso,32 Years,"11,082"
2020,El Paso,33 Years,"10,970"
2020,El Paso,34 Years,"11,122"
2020,El Paso,35 Years,"11,816"
2020,El Paso,36 Years,"10,519"
2020,El Paso,37 Years,"10,752"
2020,El Paso,38 Years,"10,842"
2020,El Paso,39 Years,"10,307"
2020,El Paso,40 Years,"10,904"
2020,El Paso,41 Years,"9,350"
2020,El Paso,42 Years,"9,803"
2020,El Paso,43 Years,"9,927"
2020,El Paso,44 Years,"9,846"
2020,El Paso,45 Years,"10,692"
2020,El Paso,46 Years,"9,952"
2020,El Paso,47 Years,"10,698"
2020,El Paso,48 Years,"10,549"
2020,El Paso,49 Years,"10,430"
2020,El Paso,50 Years,"10,949"
2020,El Paso,51 Years,"9,763"
2020,El Paso,52 Years,"9,799"
2020,El Paso,53 Years,"9,710"
2020,El Paso,54 Years,"9,733"
2020,El Paso,55 Years,"10,409"
2020,El Paso,56 Years,"10,082"
2020,El Paso,57 Years,"10,133"
2020,El Paso,58 Years,"10,302"
2020,El Paso,59 Years,"10,308"
2020,El Paso,60 Years,"10,711"
2020,El Paso,61 Years,"9,735"
2020,El Paso,62 Years,"9,598"
2020,El Paso,63 Years,"9,208"
2020,El Paso,64 Years,"8,971"
2020,El Paso,65 Years,"8,963"
2020,El Paso,66 Years,"8,151"
2020,El Paso,67 Years,"7,821"
2020,El Paso,68 Years,"7,385"
2020,El Paso,69 Years,"7,041"
2020,El Paso,70 Years,"6,839"
2020,El Paso,71 Years,"6,354"
2020,El Paso,72 Years,"6,265"
2020,El Paso,73 Years,"5,840"
2020,El Paso,74 Years,"4,775"
2020,El Paso,75 Years,"4,546"
2020,El Paso,76 Years,"4,328"
2020,El Paso,77 Years,"3,999"
2020,El Paso,78 Years,"3,728"
2020,El Paso,79 Years,"3,444"
2020,El Paso,80 Years,"3,501"
2020,El Paso,81 Years,"3,029"
2020,El Paso,82 Years,"2,863"
2020,El Paso,83 Years,"2,528"
2020,El Paso,84 Years,"2,296"
2020,El Paso,85 Years,"2,274"
2020,El Paso,86 Years,"1,905"
2020,El Paso,87 Years,"1,678"
2020,El Paso,88 Years,"1,530"
2020,El Paso,89 Years,"1,380"
2020,El Paso,90 Years,"1,352"
2020,El Paso,91 Years,997
2020,El Paso,92 Years,811
2020,El Paso,93 Years,685
2020,El Paso,94 Years,503
2020,El Paso,95+ Years,"1,321"
2020,Erath,< 01 Year,391
2020,Erath,01 Years,452
2020,Erath,02 Years,450
2020,Erath,03 Years,464
2020,Erath,04 Years,460
2020,Erath,05 Years,502
2020,Erath,06 Years,505
2020,Erath,07 Years,509
2020,Erath,08 Years,498
2020,Erath,09 Years,463
2020,Erath,10 Years,492
2020,Erath,11 Years,496
2020,Erath,12 Years,491
2020,Erath,13 Years,544
2020,Erath,14 Years,507
2020,Erath,15 Years,463
2020,Erath,16 Years,488
2020,Erath,17 Years,533
2020,Erath,18 Years,"1,136"
2020,Erath,19 Years,"2,078"
2020,Erath,20 Years,"1,717"
2020,Erath,21 Years,"1,344"
2020,Erath,22 Years,"1,143"
2020,Erath,23 Years,878
2020,Erath,24 Years,772
2020,Erath,25 Years,593
2020,Erath,26 Years,492
2020,Erath,27 Years,542
2020,Erath,28 Years,539
2020,Erath,29 Years,543
2020,Erath,30 Years,533
2020,Erath,31 Years,489
2020,Erath,32 Years,503
2020,Erath,33 Years,498
2020,Erath,34 Years,420
2020,Erath,35 Years,516
2020,Erath,36 Years,444
2020,Erath,37 Years,447
2020,Erath,38 Years,413
2020,Erath,39 Years,489
2020,Erath,40 Years,448
2020,Erath,41 Years,411
2020,Erath,42 Years,425
2020,Erath,43 Years,417
2020,Erath,44 Years,354
2020,Erath,45 Years,430
2020,Erath,46 Years,365
2020,Erath,47 Years,382
2020,Erath,48 Years,394
2020,Erath,49 Years,388
2020,Erath,50 Years,472
2020,Erath,51 Years,397
2020,Erath,52 Years,349
2020,Erath,53 Years,461
2020,Erath,54 Years,427
2020,Erath,55 Years,469
2020,Erath,56 Years,476
2020,Erath,57 Years,408
2020,Erath,58 Years,477
2020,Erath,59 Years,469
2020,Erath,60 Years,517
2020,Erath,61 Years,488
2020,Erath,62 Years,458
2020,Erath,63 Years,440
2020,Erath,64 Years,462
2020,Erath,65 Years,449
2020,Erath,66 Years,464
2020,Erath,67 Years,406
2020,Erath,68 Years,380
2020,Erath,69 Years,363
2020,Erath,70 Years,386
2020,Erath,71 Years,357
2020,Erath,72 Years,424
2020,Erath,73 Years,401
2020,Erath,74 Years,264
2020,Erath,75 Years,268
2020,Erath,76 Years,292
2020,Erath,77 Years,245
2020,Erath,78 Years,196
2020,Erath,79 Years,188
2020,Erath,80 Years,177
2020,Erath,81 Years,144
2020,Erath,82 Years,143
2020,Erath,83 Years,125
2020,Erath,84 Years,125
2020,Erath,85 Years,117
2020,Erath,86 Years,139
2020,Erath,87 Years,59
2020,Erath,88 Years,86
2020,Erath,89 Years,74
2020,Erath,90 Years,57
2020,Erath,91 Years,30
2020,Erath,92 Years,61
2020,Erath,93 Years,30
2020,Erath,94 Years,16
2020,Erath,95+ Years,58
2020,Fannin,< 01 Year,341
2020,Fannin,01 Years,298
2020,Fannin,02 Years,346
2020,Fannin,03 Years,369
2020,Fannin,04 Years,400
2020,Fannin,05 Years,417
2020,Fannin,06 Years,395
2020,Fannin,07 Years,441
2020,Fannin,08 Years,375
2020,Fannin,09 Years,439
2020,Fannin,10 Years,428
2020,Fannin,11 Years,453
2020,Fannin,12 Years,479
2020,Fannin,13 Years,457
2020,Fannin,14 Years,483
2020,Fannin,15 Years,489
2020,Fannin,16 Years,464
2020,Fannin,17 Years,461
2020,Fannin,18 Years,381
2020,Fannin,19 Years,390
2020,Fannin,20 Years,380
2020,Fannin,21 Years,392
2020,Fannin,22 Years,365
2020,Fannin,23 Years,326
2020,Fannin,24 Years,394
2020,Fannin,25 Years,448
2020,Fannin,26 Years,426
2020,Fannin,27 Years,423
2020,Fannin,28 Years,435
2020,Fannin,29 Years,444
2020,Fannin,30 Years,469
2020,Fannin,31 Years,431
2020,Fannin,32 Years,420
2020,Fannin,33 Years,444
2020,Fannin,34 Years,450
2020,Fannin,35 Years,507
2020,Fannin,36 Years,440
2020,Fannin,37 Years,519
2020,Fannin,38 Years,474
2020,Fannin,39 Years,478
2020,Fannin,40 Years,560
2020,Fannin,41 Years,455
2020,Fannin,42 Years,399
2020,Fannin,43 Years,430
2020,Fannin,44 Years,355
2020,Fannin,45 Years,472
2020,Fannin,46 Years,425
2020,Fannin,47 Years,414
2020,Fannin,48 Years,440
2020,Fannin,49 Years,426
2020,Fannin,50 Years,447
2020,Fannin,51 Years,414
2020,Fannin,52 Years,464
2020,Fannin,53 Years,461
2020,Fannin,54 Years,467
2020,Fannin,55 Years,561
2020,Fannin,56 Years,491
2020,Fannin,57 Years,533
2020,Fannin,58 Years,503
2020,Fannin,59 Years,541
2020,Fannin,60 Years,586
2020,Fannin,61 Years,499
2020,Fannin,62 Years,493
2020,Fannin,63 Years,484
2020,Fannin,64 Years,470
2020,Fannin,65 Years,464
2020,Fannin,66 Years,432
2020,Fannin,67 Years,418
2020,Fannin,68 Years,406
2020,Fannin,69 Years,370
2020,Fannin,70 Years,430
2020,Fannin,71 Years,431
2020,Fannin,72 Years,382
2020,Fannin,73 Years,385
2020,Fannin,74 Years,276
2020,Fannin,75 Years,340
2020,Fannin,76 Years,291
2020,Fannin,77 Years,252
2020,Fannin,78 Years,257
2020,Fannin,79 Years,193
2020,Fannin,80 Years,225
2020,Fannin,81 Years,178
2020,Fannin,82 Years,175
2020,Fannin,83 Years,140
2020,Fannin,84 Years,135
2020,Fannin,85 Years,151
2020,Fannin,86 Years,110
2020,Fannin,87 Years,106
2020,Fannin,88 Years,44
2020,Fannin,89 Years,59
2020,Fannin,90 Years,58
2020,Fannin,91 Years,56
2020,Fannin,92 Years,34
2020,Fannin,93 Years,28
2020,Fannin,94 Years,19
2020,Fannin,95+ Years,56
2020,Gaines,< 01 Year,391
2020,Gaines,01 Years,416
2020,Gaines,02 Years,405
2020,Gaines,03 Years,396
2020,Gaines,04 Years,457
2020,Gaines,05 Years,386
2020,Gaines,06 Years,407
2020,Gaines,07 Years,396
2020,Gaines,08 Years,413
2020,Gaines,09 Years,415
2020,Gaines,10 Years,449
2020,Gaines,11 Years,410
2020,Gaines,12 Years,419
2020,Gaines,13 Years,403
2020,Gaines,14 Years,426
2020,Gaines,15 Years,443
2020,Gaines,16 Years,388
2020,Gaines,17 Years,443
2020,Gaines,18 Years,369
2020,Gaines,19 Years,357
2020,Gaines,20 Years,318
2020,Gaines,21 Years,302
2020,Gaines,22 Years,330
2020,Gaines,23 Years,319
2020,Gaines,24 Years,311
2020,Gaines,25 Years,349
2020,Gaines,26 Years,320
2020,Gaines,27 Years,307
2020,Gaines,28 Years,255
2020,Gaines,29 Years,277
2020,Gaines,30 Years,251
2020,Gaines,31 Years,291
2020,Gaines,32 Years,328
2020,Gaines,33 Years,285
2020,Gaines,34 Years,320
2020,Gaines,35 Years,297
2020,Gaines,36 Years,251
2020,Gaines,37 Years,205
2020,Gaines,38 Years,302
2020,Gaines,39 Years,277
2020,Gaines,40 Years,253
2020,Gaines,41 Years,253
2020,Gaines,42 Years,262
2020,Gaines,43 Years,218
2020,Gaines,44 Years,237
2020,Gaines,45 Years,239
2020,Gaines,46 Years,238
2020,Gaines,47 Years,184
2020,Gaines,48 Years,240
2020,Gaines,49 Years,213
2020,Gaines,50 Years,265
2020,Gaines,51 Years,202
2020,Gaines,52 Years,216
2020,Gaines,53 Years,195
2020,Gaines,54 Years,200
2020,Gaines,55 Years,242
2020,Gaines,56 Years,261
2020,Gaines,57 Years,205
2020,Gaines,58 Years,199
2020,Gaines,59 Years,261
2020,Gaines,60 Years,199
2020,Gaines,61 Years,208
2020,Gaines,62 Years,180
2020,Gaines,63 Years,177
2020,Gaines,64 Years,152
2020,Gaines,65 Years,168
2020,Gaines,66 Years,164
2020,Gaines,67 Years,119
2020,Gaines,68 Years,166
2020,Gaines,69 Years,108
2020,Gaines,70 Years,86
2020,Gaines,71 Years,110
2020,Gaines,72 Years,118
2020,Gaines,73 Years,101
2020,Gaines,74 Years,80
2020,Gaines,75 Years,65
2020,Gaines,76 Years,54
2020,Gaines,77 Years,60
2020,Gaines,78 Years,52
2020,Gaines,79 Years,71
2020,Gaines,80 Years,40
2020,Gaines,81 Years,82
2020,Gaines,82 Years,42
2020,Gaines,83 Years,50
2020,Gaines,84 Years,37
2020,Gaines,85 Years,40
2020,Gaines,86 Years,35
2020,Gaines,87 Years,46
2020,Gaines,88 Years,16
2020,Gaines,89 Years,11
2020,Gaines,90 Years,11
2020,Gaines,91 Years,14
2020,Gaines,92 Years,20
2020,Gaines,93 Years,14
2020,Gaines,94 Years,4
2020,Gaines,95+ Years,31
2020,Garza,< 01 Year,41
2020,Garza,01 Years,54
2020,Garza,02 Years,50
2020,Garza,03 Years,43
2020,Garza,04 Years,54
2020,Garza,05 Years,54
2020,Garza,06 Years,59
2020,Garza,07 Years,40
2020,Garza,08 Years,45
2020,Garza,09 Years,55
2020,Garza,10 Years,59
2020,Garza,11 Years,74
2020,Garza,12 Years,70
2020,Garza,13 Years,68
2020,Garza,14 Years,65
2020,Garza,15 Years,57
2020,Garza,16 Years,67
2020,Garza,17 Years,72
2020,Garza,18 Years,49
2020,Garza,19 Years,54
2020,Garza,20 Years,37
2020,Garza,21 Years,47
2020,Garza,22 Years,90
2020,Garza,23 Years,78
2020,Garza,24 Years,65
2020,Garza,25 Years,91
2020,Garza,26 Years,87
2020,Garza,27 Years,72
2020,Garza,28 Years,82
2020,Garza,29 Years,85
2020,Garza,30 Years,105
2020,Garza,31 Years,66
2020,Garza,32 Years,106
2020,Garza,33 Years,89
2020,Garza,34 Years,109
2020,Garza,35 Years,126
2020,Garza,36 Years,87
2020,Garza,37 Years,100
2020,Garza,38 Years,108
2020,Garza,39 Years,110
2020,Garza,40 Years,89
2020,Garza,41 Years,91
2020,Garza,42 Years,91
2020,Garza,43 Years,113
2020,Garza,44 Years,101
2020,Garza,45 Years,115
2020,Garza,46 Years,92
2020,Garza,47 Years,108
2020,Garza,48 Years,95
2020,Garza,49 Years,80
2020,Garza,50 Years,67
2020,Garza,51 Years,118
2020,Garza,52 Years,73
2020,Garza,53 Years,85
2020,Garza,54 Years,63
2020,Garza,55 Years,71
2020,Garza,56 Years,64
2020,Garza,57 Years,67
2020,Garza,58 Years,89
2020,Garza,59 Years,87
2020,Garza,60 Years,69
2020,Garza,61 Years,78
2020,Garza,62 Years,58
2020,Garza,63 Years,62
2020,Garza,64 Years,71
2020,Garza,65 Years,48
2020,Garza,66 Years,66
2020,Garza,67 Years,51
2020,Garza,68 Years,66
2020,Garza,69 Years,33
2020,Garza,70 Years,65
2020,Garza,71 Years,41
2020,Garza,72 Years,49
2020,Garza,73 Years,24
2020,Garza,74 Years,33
2020,Garza,75 Years,28
2020,Garza,76 Years,29
2020,Garza,77 Years,37
2020,Garza,78 Years,44
2020,Garza,79 Years,39
2020,Garza,80 Years,17
2020,Garza,81 Years,19
2020,Garza,82 Years,21
2020,Garza,83 Years,45
2020,Garza,84 Years,22
2020,Garza,85 Years,23
2020,Garza,86 Years,6
2020,Garza,87 Years,15
2020,Garza,88 Years,7
2020,Garza,89 Years,0
2020,Garza,90 Years,1
2020,Garza,91 Years,5
2020,Garza,92 Years,2
2020,Garza,93 Years,6
2020,Garza,94 Years,0
2020,Garza,95+ Years,7
2020,Hale,< 01 Year,400
2020,Hale,01 Years,390
2020,Hale,02 Years,371
2020,Hale,03 Years,412
2020,Hale,04 Years,416
2020,Hale,05 Years,440
2020,Hale,06 Years,442
2020,Hale,07 Years,408
2020,Hale,08 Years,476
2020,Hale,09 Years,497
2020,Hale,10 Years,549
2020,Hale,11 Years,498
2020,Hale,12 Years,527
2020,Hale,13 Years,558
2020,Hale,14 Years,473
2020,Hale,15 Years,510
2020,Hale,16 Years,537
2020,Hale,17 Years,475
2020,Hale,18 Years,506
2020,Hale,19 Years,474
2020,Hale,20 Years,527
2020,Hale,21 Years,428
2020,Hale,22 Years,470
2020,Hale,23 Years,423
2020,Hale,24 Years,433
2020,Hale,25 Years,356
2020,Hale,26 Years,392
2020,Hale,27 Years,395
2020,Hale,28 Years,453
2020,Hale,29 Years,417
2020,Hale,30 Years,463
2020,Hale,31 Years,436
2020,Hale,32 Years,469
2020,Hale,33 Years,406
2020,Hale,34 Years,415
2020,Hale,35 Years,448
2020,Hale,36 Years,379
2020,Hale,37 Years,376
2020,Hale,38 Years,429
2020,Hale,39 Years,403
2020,Hale,40 Years,442
2020,Hale,41 Years,391
2020,Hale,42 Years,345
2020,Hale,43 Years,339
2020,Hale,44 Years,351
2020,Hale,45 Years,395
2020,Hale,46 Years,336
2020,Hale,47 Years,355
2020,Hale,48 Years,415
2020,Hale,49 Years,315
2020,Hale,50 Years,445
2020,Hale,51 Years,386
2020,Hale,52 Years,398
2020,Hale,53 Years,343
2020,Hale,54 Years,350
2020,Hale,55 Years,428
2020,Hale,56 Years,420
2020,Hale,57 Years,401
2020,Hale,58 Years,441
2020,Hale,59 Years,421
2020,Hale,60 Years,439
2020,Hale,61 Years,375
2020,Hale,62 Years,411
2020,Hale,63 Years,366
2020,Hale,64 Years,383
2020,Hale,65 Years,371
2020,Hale,66 Years,341
2020,Hale,67 Years,325
2020,Hale,68 Years,274
2020,Hale,69 Years,290
2020,Hale,70 Years,282
2020,Hale,71 Years,297
2020,Hale,72 Years,284
2020,Hale,73 Years,211
2020,Hale,74 Years,176
2020,Hale,75 Years,212
2020,Hale,76 Years,179
2020,Hale,77 Years,193
2020,Hale,78 Years,206
2020,Hale,79 Years,146
2020,Hale,80 Years,174
2020,Hale,81 Years,137
2020,Hale,82 Years,104
2020,Hale,83 Years,85
2020,Hale,84 Years,70
2020,Hale,85 Years,119
2020,Hale,86 Years,80
2020,Hale,87 Years,90
2020,Hale,88 Years,55
2020,Hale,89 Years,59
2020,Hale,90 Years,64
2020,Hale,91 Years,38
2020,Hale,92 Years,12
2020,Hale,93 Years,36
2020,Hale,94 Years,15
2020,Hale,95+ Years,29
2020,Hardeman,< 01 Year,35
2020,Hardeman,01 Years,29
2020,Hardeman,02 Years,39
2020,Hardeman,03 Years,45
2020,Hardeman,04 Years,37
2020,Hardeman,05 Years,55
2020,Hardeman,06 Years,57
2020,Hardeman,07 Years,49
2020,Hardeman,08 Years,40
2020,Hardeman,09 Years,47
2020,Hardeman,10 Years,48
2020,Hardeman,11 Years,54
2020,Hardeman,12 Years,43
2020,Hardeman,13 Years,41
2020,Hardeman,14 Years,47
2020,Hardeman,15 Years,51
2020,Hardeman,16 Years,58
2020,Hardeman,17 Years,34
2020,Hardeman,18 Years,49
2020,Hardeman,19 Years,49
2020,Hardeman,20 Years,46
2020,Hardeman,21 Years,25
2020,Hardeman,22 Years,18
2020,Hardeman,23 Years,49
2020,Hardeman,24 Years,44
2020,Hardeman,25 Years,20
2020,Hardeman,26 Years,12
2020,Hardeman,27 Years,23
2020,Hardeman,28 Years,45
2020,Hardeman,29 Years,55
2020,Hardeman,30 Years,11
2020,Hardeman,31 Years,30
2020,Hardeman,32 Years,27
2020,Hardeman,33 Years,75
2020,Hardeman,34 Years,42
2020,Hardeman,35 Years,31
2020,Hardeman,36 Years,48
2020,Hardeman,37 Years,51
2020,Hardeman,38 Years,70
2020,Hardeman,39 Years,39
2020,Hardeman,40 Years,28
2020,Hardeman,41 Years,27
2020,Hardeman,42 Years,55
2020,Hardeman,43 Years,50
2020,Hardeman,44 Years,31
2020,Hardeman,45 Years,41
2020,Hardeman,46 Years,32
2020,Hardeman,47 Years,47
2020,Hardeman,48 Years,21
2020,Hardeman,49 Years,57
2020,Hardeman,50 Years,25
2020,Hardeman,51 Years,53
2020,Hardeman,52 Years,33
2020,Hardeman,53 Years,44
2020,Hardeman,54 Years,55
2020,Hardeman,55 Years,30
2020,Hardeman,56 Years,61
2020,Hardeman,57 Years,47
2020,Hardeman,58 Years,25
2020,Hardeman,59 Years,36
2020,Hardeman,60 Years,67
2020,Hardeman,61 Years,28
2020,Hardeman,62 Years,62
2020,Hardeman,63 Years,45
2020,Hardeman,64 Years,68
2020,Hardeman,65 Years,65
2020,Hardeman,66 Years,65
2020,Hardeman,67 Years,49
2020,Hardeman,68 Years,46
2020,Hardeman,69 Years,44
2020,Hardeman,70 Years,45
2020,Hardeman,71 Years,43
2020,Hardeman,72 Years,40
2020,Hardeman,73 Years,50
2020,Hardeman,74 Years,31
2020,Hardeman,75 Years,26
2020,Hardeman,76 Years,48
2020,Hardeman,77 Years,36
2020,Hardeman,78 Years,26
2020,Hardeman,79 Years,14
2020,Hardeman,80 Years,10
2020,Hardeman,81 Years,39
2020,Hardeman,82 Years,18
2020,Hardeman,83 Years,17
2020,Hardeman,84 Years,15
2020,Hardeman,85 Years,17
2020,Hardeman,86 Years,8
2020,Hardeman,87 Years,16
2020,Hardeman,88 Years,7
2020,Hardeman,89 Years,2
2020,Hardeman,90 Years,5
2020,Hardeman,91 Years,9
2020,Hardeman,92 Years,3
2020,Hardeman,93 Years,8
2020,Hardeman,94 Years,3
2020,Hardeman,95+ Years,8
2020,Hockley,< 01 Year,253
2020,Hockley,01 Years,263
2020,Hockley,02 Years,273
2020,Hockley,03 Years,259
2020,Hockley,04 Years,315
2020,Hockley,05 Years,290
2020,Hockley,06 Years,282
2020,Hockley,07 Years,347
2020,Hockley,08 Years,307
2020,Hockley,09 Years,330
2020,Hockley,10 Years,317
2020,Hockley,11 Years,364
2020,Hockley,12 Years,343
2020,Hockley,13 Years,337
2020,Hockley,14 Years,328
2020,Hockley,15 Years,316
2020,Hockley,16 Years,352
2020,Hockley,17 Years,324
2020,Hockley,18 Years,325
2020,Hockley,19 Years,380
2020,Hockley,20 Years,322
2020,Hockley,21 Years,286
2020,Hockley,22 Years,252
2020,Hockley,23 Years,270
2020,Hockley,24 Years,182
2020,Hockley,25 Years,251
2020,Hockley,26 Years,248
2020,Hockley,27 Years,257
2020,Hockley,28 Years,271
2020,Hockley,29 Years,237
2020,Hockley,30 Years,257
2020,Hockley,31 Years,242
2020,Hockley,32 Years,263
2020,Hockley,33 Years,238
2020,Hockley,34 Years,308
2020,Hockley,35 Years,259
2020,Hockley,36 Years,285
2020,Hockley,37 Years,263
2020,Hockley,38 Years,244
2020,Hockley,39 Years,303
2020,Hockley,40 Years,300
2020,Hockley,41 Years,289
2020,Hockley,42 Years,227
2020,Hockley,43 Years,239
2020,Hockley,44 Years,202
2020,Hockley,45 Years,204
2020,Hockley,46 Years,215
2020,Hockley,47 Years,227
2020,Hockley,48 Years,237
2020,Hockley,49 Years,255
2020,Hockley,50 Years,278
2020,Hockley,51 Years,211
2020,Hockley,52 Years,236
2020,Hockley,53 Years,205
2020,Hockley,54 Years,273
2020,Hockley,55 Years,267
2020,Hockley,56 Years,277
2020,Hockley,57 Years,281
2020,Hockley,58 Years,315
2020,Hockley,59 Years,314
2020,Hockley,60 Years,296
2020,Hockley,61 Years,281
2020,Hockley,62 Years,302
2020,Hockley,63 Years,272
2020,Hockley,64 Years,265
2020,Hockley,65 Years,210
2020,Hockley,66 Years,287
2020,Hockley,67 Years,262
2020,Hockley,68 Years,239
2020,Hockley,69 Years,166
2020,Hockley,70 Years,208
2020,Hockley,71 Years,188
2020,Hockley,72 Years,152
2020,Hockley,73 Years,177
2020,Hockley,74 Years,139
2020,Hockley,75 Years,136
2020,Hockley,76 Years,142
2020,Hockley,77 Years,150
2020,Hockley,78 Years,92
2020,Hockley,79 Years,112
2020,Hockley,80 Years,115
2020,Hockley,81 Years,102
2020,Hockley,82 Years,90
2020,Hockley,83 Years,87
2020,Hockley,84 Years,68
2020,Hockley,85 Years,80
2020,Hockley,86 Years,60
2020,Hockley,87 Years,46
2020,Hockley,88 Years,47
2020,Hockley,89 Years,38
2020,Hockley,90 Years,26
2020,Hockley,91 Years,18
2020,Hockley,92 Years,32
2020,Hockley,93 Years,11
2020,Hockley,94 Years,24
2020,Hockley,95+ Years,22
